1,1,119.98,331.15,137.32,61.33000000000004,1,1,1.0
1,2,209.05,248.58,96.5,45.54999999999998,1,1,0.0
1,3,731.42,265.28,72.37,40.920000000000016,1,1,1.0
2,1,98.64,337.65,137.32,61.33000000000004,1,1,1.0
2,2,209.05,248.58,96.47999999999996,45.54999999999998,1,1,0.0
2,3,720.29,268.06,72.37,40.920000000000016,1,1,1.0
3,1,74.51,340.43,137.32,61.329999999999984,1,1,1.0
3,2,209.05,248.58,96.46999999999997,45.54999999999998,1,1,0.0
3,3,705.44,268.06,72.38,40.920000000000016,1,1,1.0
4,1,49.46,344.15,144.73999999999998,61.33000000000004,1,1,1.0
4,2,209.05,248.58,96.45999999999998,45.54999999999998,1,1,0.0
4,3,693.38,269.9,77.91999999999996,42.79000000000002,1,1,1.0
5,1,19.77,346.0,150.32999999999998,61.329999999999984,1,1,1.0
5,2,209.05,248.58,96.44999999999999,45.54999999999998,1,1,0.0
5,3,679.46,270.83,77.91999999999996,42.79000000000002,1,1,1.0
6,1,0.0,348.79,147.8,67.81,1,1,1.0
6,2,209.05,248.58,96.43,45.54999999999998,1,1,0.0
6,3,664.62,274.54,77.91999999999996,42.789999999999964,1,1,1.0
7,1,0.0,353.42,132.0,67.82,1,1,1.0
7,2,209.05,248.58,96.42000000000002,45.54999999999998,1,1,0.0
7,3,649.77,275.47,77.92000000000007,42.789999999999964,1,1,1.0
8,1,0.0,358.06,106.9,67.82,1,1,1.0
8,2,209.05,248.58,96.40999999999997,45.54999999999998,1,1,0.0
8,3,637.71,277.32,77.91999999999996,42.79000000000002,1,1,1.0
9,1,0.0,358.06,76.3,67.82,1,1,1.0
9,2,209.05,248.58,96.39999999999998,45.54999999999998,1,1,0.0
9,3,619.16,280.11,81.63999999999999,42.789999999999964,1,1,1.0
10,1,0.0,358.06,55.9,67.82,1,1,1.0
10,2,209.05,248.58,96.38,45.54999999999998,1,1,0.0
10,3,606.17,282.89,81.63999999999999,42.79000000000002,1,1,1.0
11,1,0.0,358.06,29.0,67.82,1,1,1.0
11,2,209.05,248.58,96.37,45.54999999999998,1,1,0.0
11,3,592.25,285.67,81.63999999999999,42.789999999999964,1,1,0.0
12,2,209.05,248.58,96.36000000000001,45.54999999999998,1,1,0.0
12,3,574.62,285.7,85.38,45.55000000000001,1,1,0.0
13,2,209.05,248.58,96.34999999999997,45.54999999999998,1,1,0.0
13,3,560.7,283.84,85.38,45.55000000000001,1,1,0.0
14,2,209.05,248.58,96.32999999999998,45.54999999999998,1,1,1.0
14,3,544.0,288.48,85.38,45.549999999999955,1,1,0.0
15,2,209.05,248.58,96.32,45.54999999999998,1,1,1.0
15,3,528.23,293.12,85.38,45.55000000000001,1,1,0.0
16,2,209.05,248.58,96.31,45.54999999999998,1,1,1.0
16,3,507.82,294.05,92.78000000000003,49.25,1,1,0.0
17,2,209.05,248.58,96.30000000000001,45.54999999999998,1,1,1.0
17,3,494.83,299.62,92.78000000000003,49.25,1,1,0.0
